transaction_id,month,month_number,department,category,subcategory,vendor,actual_amount,budget_amount,variance_amt,variance_pct,status,approver,notes
TXN-1202,Jul-23,1,HR,Occupancy,Cleaning,Various Suppliers,16516.62,16569.17,-52.55,-0.32,On Track,J.Smith,
TXN-1203,Nov-23,5,Business Banking,Technology,Hardware,Various Suppliers,25490.61,23692.75,1797.86,7.59,Monitor,A.Johnson,
TXN-1204,Aug-23,2,Insurance,Professional Fees,Consulting,McKinsey,21595.88,21148.65,447.23,2.11,On Track,S.Patel,
TXN-1205,Oct-23,4,IT,Staff Costs,Training,LinkedIn Learning,10170.44,11046.78,-876.34,-7.93,Monitor,S.Patel,
TXN-1206,Sep-23,3,Wealth Management,Staff Costs,Training,KPMG Training,61597.54,57147.64,4449.9,7.79,Monitor,A.Johnson,
TXN-1207,Feb-24,8,Risk,Staff Costs,Salaries,Payroll Direct,27706.14,29562.25,-1856.11,-6.28,Approved,R.Wong,
TXN-1208,Jun-24,12,Risk,Marketing,Print,Various Suppliers,9425.99,8931.39,494.6,5.54,Monitor,J.Smith,
TXN-1209,Jul-23,1,Insurance,Professional Fees,Compliance,Various Suppliers,7512.29,8018.15,-505.86,-6.31,Monitor,A.Johnson,
TXN-1210,Apr-24,10,Finance,Staff Costs,Benefits,Various Suppliers,63327.91,60684.25,2643.66,4.36,On Track,J.Smith,
TXN-1211,Apr-24,10,Operations,Technology,Cybersecurity,Various Suppliers,6463.82,6681.28,-217.46,-3.25,On Track,R.Wong,
TXN-1212,Dec-23,6,Business Banking,Marketing,Sponsorship,Various Suppliers,4990.22,4960.41,29.81,0.6,On Track,A.Johnson,
TXN-1213,Dec-23,6,Markets,Operations,Postage,Various Suppliers,9567.98,9270.99,296.99,3.2,On Track,J.Smith,
TXN-1214,Apr-24,10,Operations,Technology,Software Licenses,Adobe,15969.36,16970.67,-1001.31,-5.9,Monitor,M.Chen,
TXN-1215,May-24,11,HR,Operations,Entertainment,Various Suppliers,9832.22,8973.08,859.14,9.57,Monitor,A.Johnson,
TXN-1216,Jul-23,1,Markets,Technology,Software Licenses,Salesforce,24973.45,24052.41,921.04,3.83,On Track,S.Patel,
TXN-1217,Mar-24,9,IT,Marketing,Print,Various Suppliers,921.14,948.2,-27.06,-2.85,On Track,S.Patel,
TXN-1218,Dec-23,6,Retail Banking,Operations,Travel,Virgin Australia,1931.46,1880.48,50.98,2.71,On Track,A.Johnson,
TXN-1219,Jun-24,12,HR,Professional Fees,Consulting,Boston Consulting,24848.13,24835.82,12.31,0.05,On Track,R.Wong,
TXN-1220,Nov-23,5,Business Banking,Operations,Entertainment,Various Suppliers,5451.98,5991.83,-539.85,-9.01,Monitor,M.Chen,
TXN-1221,Mar-24,9,Markets,Occupancy,Rent,Dexus Property,9230.48,8853.21,377.27,4.26,On Track,A.Johnson,
TXN-1222,Apr-24,10,IT,Technology,IT Support,Various Suppliers,13348.94,13954.49,-605.55,-4.34,On Track,S.Patel,
TXN-1223,Apr-24,10,IT,Occupancy,Rent,Dexus Property,15752.49,15457.01,295.48,1.91,On Track,R.Wong,
TXN-1224,Jun-24,12,Wealth Management,Staff Costs,Superannuation,Hostplus,60212.84,59468.28,744.56,1.25,On Track,M.Chen,
TXN-1225,Aug-23,2,Insurance,Operations,Travel,Virgin Australia,4902.83,4968.77,-65.94,-1.33,On Track,R.Wong,
TXN-1226,Sep-23,3,HR,Occupancy,Maintenance,Various Suppliers,17498.6,17757.31,-258.71,-1.46,On Track,R.Wong,
TXN-1227,Dec-23,6,IT,Occupancy,Maintenance,Various Suppliers,21249.88,19235.02,2014.86,10.47,Monitor,M.Chen,
TXN-1228,Feb-24,8,Finance,Professional Fees,Compliance,Various Suppliers,15471.07,14729.36,741.71,5.04,Monitor,A.Johnson,
TXN-1229,Oct-23,4,Risk,Occupancy,Security,Various Suppliers,5330.11,5706.23,-376.12,-6.59,Monitor,A.Johnson,
TXN-1230,Sep-23,3,HR,Staff Costs,Training,Deloitte Academy,34751.75,31727.92,3023.83,9.53,Monitor,R.Wong,
TXN-1231,Nov-23,5,Markets,Technology,Cloud Services,Azure,14982.03,13847.48,1134.55,8.19,Monitor,M.Chen,
TXN-1232,Sep-23,3,Insurance,Professional Fees,Legal Fees,Allens,27160.86,26448.76,712.1,2.69,On Track,R.Wong,
TXN-1233,Sep-23,3,Risk,Staff Costs,Salaries,Payroll Direct,38658.32,40335.58,-1677.26,-4.16,Approved,A.Johnson,
TXN-1234,Mar-24,9,IT,Professional Fees,Compliance,Various Suppliers,10013.07,9646.65,366.42,3.8,On Track,J.Smith,
TXN-1235,Feb-24,8,HR,Operations,Subscriptions,Various Suppliers,1975.85,2105.88,-130.03,-6.17,Monitor,R.Wong,
TXN-1236,May-24,11,Risk,Technology,Cloud Services,Azure,14825.89,15917.7,-1091.81,-6.86,Monitor,J.Smith,
TXN-1237,Mar-24,9,Wealth Management,Occupancy,Utilities,AGL Energy,9130.55,9512.81,-382.26,-4.02,On Track,S.Patel,
TXN-1238,Mar-24,9,Markets,Staff Costs,Training,LinkedIn Learning,56899.4,57477.97,-578.57,-1.01,On Track,M.Chen,
TXN-1239,May-24,11,Markets,Marketing,Sponsorship,Various Suppliers,6279.59,5863.42,416.17,7.1,Monitor,R.Wong,
TXN-1240,Sep-23,3,Wealth Management,Operations,Subscriptions,Various Suppliers,10189.1,10318.74,-129.64,-1.26,On Track,J.Smith,
TXN-1241,Aug-23,2,Retail Banking,Operations,Subscriptions,Various Suppliers,7987.99,8414.48,-426.49,-5.07,Monitor,A.Johnson,
TXN-1242,Apr-24,10,Retail Banking,Professional Fees,Compliance,Various Suppliers,30676.29,29462.09,1214.2,4.12,On Track,M.Chen,
TXN-1243,May-24,11,IT,Occupancy,Security,Various Suppliers,16083.66,14983.8,1099.86,7.34,Monitor,A.Johnson,
TXN-1244,Feb-24,8,HR,Technology,Hardware,Various Suppliers,9783.44,10210.71,-427.27,-4.18,On Track,S.Patel,
TXN-1245,Jan-24,7,Wealth Management,Occupancy,Cleaning,Various Suppliers,9063.2,9002.43,60.77,0.68,On Track,S.Patel,
TXN-1246,Feb-24,8,Insurance,Technology,Software Licenses,Microsoft,9190.62,8977.67,212.95,2.37,On Track,R.Wong,
TXN-1247,Jan-24,7,Insurance,Technology,Hardware,Various Suppliers,6530.6,6085.66,444.94,7.31,Monitor,R.Wong,
TXN-1248,Feb-24,8,HR,Occupancy,Security,Various Suppliers,4710.93,4610.34,100.59,2.18,On Track,A.Johnson,
TXN-1249,Oct-23,4,Insurance,Marketing,Digital Marketing,Various Suppliers,1081.21,1080.11,1.1,0.1,On Track,A.Johnson,
TXN-1250,Nov-23,5,Finance,Staff Costs,Salaries,Payroll Direct,18312.99,17450.35,862.64,4.94,Approved,S.Patel,
TXN-1251,Jan-24,7,Operations,Staff Costs,Recruitment,Various Suppliers,51911.69,48741.5,3170.19,6.5,Monitor,R.Wong,
TXN-1252,Nov-23,5,Business Banking,Professional Fees,Compliance,Various Suppliers,35576.16,34008.82,1567.34,4.61,On Track,R.Wong,
TXN-1253,May-24,11,Risk,Staff Costs,Superannuation,AustralianSuper,38330.59,40591.31,-2260.72,-5.57,Monitor,S.Patel,
TXN-1254,Mar-24,9,Operations,Technology,Cloud Services,Google Cloud,14991.75,14991.98,-0.23,-0.0,On Track,J.Smith,
TXN-1255,Jul-23,1,Wealth Management,Operations,Travel,Virgin Australia,6472.33,6017.9,454.43,7.55,Monitor,R.Wong,
TXN-1256,Sep-23,3,Operations,Marketing,Digital Marketing,Various Suppliers,5018.98,5135.92,-116.94,-2.28,On Track,S.Patel,
TXN-1257,Apr-24,10,Operations,Marketing,Sponsorship,Various Suppliers,8650.51,8304.13,346.38,4.17,On Track,J.Smith,
TXN-1258,Dec-23,6,Operations,Operations,Postage,Various Suppliers,7212.57,7640.64,-428.07,-5.6,Monitor,J.Smith,
TXN-1259,Apr-24,10,HR,Occupancy,Cleaning,Various Suppliers,16706.6,16985.68,-279.08,-1.64,On Track,M.Chen,
TXN-1260,Mar-24,9,Risk,Professional Fees,Audit Fees,KPMG,6262.82,6824.23,-561.41,-8.23,Monitor,J.Smith,
TXN-1261,Oct-23,4,Retail Banking,Professional Fees,Consulting,Deloitte,11057.25,11478.53,-421.28,-3.67,On Track,A.Johnson,
TXN-1262,Mar-24,9,Risk,Professional Fees,Legal Fees,MinterEllison,10523.3,9907.35,615.95,6.22,Monitor,S.Patel,
TXN-1263,May-24,11,HR,Marketing,Print,Various Suppliers,11501.88,11409.09,92.79,0.81,On Track,R.Wong,
TXN-1264,Dec-23,6,Finance,Occupancy,Maintenance,Various Suppliers,6653.02,6315.74,337.28,5.34,Monitor,R.Wong,
TXN-1265,Nov-23,5,Insurance,Occupancy,Maintenance,Various Suppliers,16114.56,16079.12,35.44,0.22,On Track,A.Johnson,
TXN-1266,Dec-23,6,Finance,Operations,Travel,Virgin Australia,1901.55,1968.72,-67.17,-3.41,On Track,A.Johnson,
TXN-1267,Jan-24,7,Operations,Technology,Hardware,Various Suppliers,9122.2,9512.89,-390.69,-4.11,On Track,S.Patel,
TXN-1268,Feb-24,8,Markets,Operations,Entertainment,Various Suppliers,2823.78,2845.57,-21.79,-0.77,On Track,R.Wong,
TXN-1269,Jun-24,12,Markets,Technology,Software Licenses,Workday,21133.61,20031.63,1101.98,5.5,Monitor,J.Smith,
TXN-1270,May-24,11,Finance,Technology,Cloud Services,AWS,4155.25,4014.22,141.03,3.51,On Track,A.Johnson,
TXN-1271,Aug-23,2,Wealth Management,Staff Costs,Benefits,Various Suppliers,39331.87,42754.0,-3422.13,-8.0,Monitor,A.Johnson,
TXN-1272,Feb-24,8,Insurance,Occupancy,Maintenance,Various Suppliers,15272.06,16518.07,-1246.01,-7.54,Monitor,J.Smith,
TXN-1273,May-24,11,Risk,Technology,Cybersecurity,Various Suppliers,25700.59,24030.38,1670.21,6.95,Monitor,M.Chen,
TXN-1274,Jul-23,1,IT,Professional Fees,Audit Fees,Deloitte,40069.73,36137.02,3932.71,10.88,Monitor,R.Wong,
TXN-1275,Apr-24,10,Business Banking,Occupancy,Maintenance,Various Suppliers,21792.89,21981.62,-188.73,-0.86,On Track,A.Johnson,
TXN-1276,Sep-23,3,Finance,Professional Fees,Consulting,Boston Consulting,37352.56,36087.68,1264.88,3.51,On Track,A.Johnson,
TXN-1277,May-24,11,Markets,Operations,Printing,Various Suppliers,8971.11,9492.81,-521.7,-5.5,Monitor,R.Wong,
TXN-1278,May-24,11,Insurance,Technology,Cybersecurity,Various Suppliers,23415.23,23486.79,-71.56,-0.3,On Track,J.Smith,
TXN-1279,Jan-24,7,Business Banking,Technology,Cloud Services,Azure,10075.44,9567.73,507.71,5.31,Monitor,S.Patel,
TXN-1280,Jan-24,7,Insurance,Professional Fees,Consulting,Accenture,17077.83,17839.1,-761.27,-4.27,On Track,J.Smith,
TXN-1281,Nov-23,5,Operations,Operations,Printing,Various Suppliers,8179.54,8122.93,56.61,0.7,On Track,M.Chen,
TXN-1282,Jan-24,7,Finance,Operations,Travel,Airbnb Business,1850.28,2004.27,-153.99,-7.68,Monitor,S.Patel,
TXN-1283,Dec-23,6,Risk,Technology,Cloud Services,AWS,14171.82,14044.21,127.61,0.91,On Track,R.Wong,
TXN-1284,Dec-23,6,IT,Operations,Subscriptions,Various Suppliers,9209.53,9765.78,-556.25,-5.7,Monitor,M.Chen,
TXN-1285,Oct-23,4,Risk,Staff Costs,Benefits,Various Suppliers,48669.33,47323.96,1345.37,2.84,On Track,R.Wong,
TXN-1286,Aug-23,2,Retail Banking,Marketing,Sponsorship,Various Suppliers,7086.07,6589.84,496.23,7.53,Monitor,S.Patel,
TXN-1287,Mar-24,9,HR,Staff Costs,Superannuation,Hostplus,52902.37,48574.34,4328.03,8.91,Monitor,R.Wong,
TXN-1288,Feb-24,8,Retail Banking,Professional Fees,Audit Fees,EY,23271.94,21213.48,2058.46,9.7,Monitor,A.Johnson,
TXN-1289,May-24,11,Markets,Operations,Postage,Various Suppliers,3426.26,3085.7,340.56,11.04,Monitor,M.Chen,
TXN-1290,Apr-24,10,Business Banking,Staff Costs,Recruitment,Various Suppliers,61929.64,62439.49,-509.85,-0.82,On Track,J.Smith,
TXN-1291,Aug-23,2,HR,Staff Costs,Training,KPMG Training,21858.56,20264.76,1593.8,7.86,Monitor,A.Johnson,
TXN-1292,Dec-23,6,IT,Professional Fees,Advisory,Various Suppliers,8210.0,8972.13,-762.13,-8.49,Monitor,R.Wong,
TXN-1293,Sep-23,3,Operations,Staff Costs,Superannuation,Hostplus,38265.51,35413.56,2851.95,8.05,Monitor,M.Chen,
TXN-1294,Jul-23,1,Retail Banking,Occupancy,Security,Various Suppliers,13106.74,13954.38,-847.64,-6.07,Monitor,M.Chen,
TXN-1295,Feb-24,8,Operations,Technology,Hardware,Various Suppliers,26341.37,27526.86,-1185.49,-4.31,On Track,J.Smith,
TXN-1296,Jul-23,1,IT,Marketing,Advertising,Meta,2869.94,2640.86,229.08,8.67,Monitor,J.Smith,
TXN-1297,Feb-24,8,Risk,Operations,Postage,Various Suppliers,9016.22,8839.98,176.24,1.99,On Track,M.Chen,
TXN-1298,Mar-24,9,Insurance,Staff Costs,Superannuation,Hostplus,84498.22,80005.64,4492.58,5.62,Monitor,R.Wong,
TXN-1299,Dec-23,6,Risk,Marketing,Digital Marketing,Various Suppliers,3970.29,3687.02,283.27,7.68,Monitor,R.Wong,
TXN-1300,Oct-23,4,IT,Occupancy,Maintenance,Various Suppliers,13577.64,13826.56,-248.92,-1.8,On Track,M.Chen,
TXN-1301,May-24,11,IT,Marketing,Print,Various Suppliers,11681.34,12713.0,-1031.66,-8.12,Monitor,A.Johnson,
TXN-1302,Mar-24,9,Operations,Operations,Entertainment,Various Suppliers,2216.0,2161.25,54.75,2.53,On Track,R.Wong,
TXN-1303,Feb-24,8,Insurance,Technology,Hardware,Various Suppliers,22853.07,24748.69,-1895.62,-7.66,Monitor,R.Wong,
TXN-1304,Jan-24,7,IT,Marketing,Sponsorship,Various Suppliers,4966.82,4723.44,243.38,5.15,Monitor,S.Patel,
TXN-1305,May-24,11,Business Banking,Professional Fees,Consulting,McKinsey,26425.42,28166.36,-1740.94,-6.18,Monitor,J.Smith,
TXN-1306,Nov-23,5,IT,Operations,Subscriptions,Various Suppliers,10546.64,9888.87,657.77,6.65,Monitor,R.Wong,
TXN-1307,Jun-24,12,Finance,Technology,IT Support,Various Suppliers,24541.06,23721.21,819.85,3.46,On Track,J.Smith,
TXN-1308,Oct-23,4,Insurance,Operations,Postage,Various Suppliers,11016.07,11447.08,-431.01,-3.77,On Track,M.Chen,
TXN-1309,Jan-24,7,Insurance,Marketing,Digital Marketing,Various Suppliers,4877.61,4910.44,-32.83,-0.67,On Track,S.Patel,
TXN-1310,Nov-23,5,Markets,Occupancy,Cleaning,Various Suppliers,11854.08,12572.0,-717.92,-5.71,Monitor,A.Johnson,
TXN-1311,Dec-23,6,Insurance,Occupancy,Maintenance,Various Suppliers,3868.59,4150.29,-281.7,-6.79,Monitor,M.Chen,
TXN-1312,Jul-23,1,Markets,Marketing,Sponsorship,Various Suppliers,3894.71,3658.06,236.65,6.47,Monitor,M.Chen,
TXN-1313,Jan-24,7,Risk,Technology,IT Support,Various Suppliers,8319.16,8854.23,-535.07,-6.04,Monitor,A.Johnson,
TXN-1314,Feb-24,8,Wealth Management,Operations,Travel,Qantas,2109.52,2129.16,-19.64,-0.92,On Track,M.Chen,
TXN-1315,Mar-24,9,Retail Banking,Marketing,Advertising,Google Ads,11369.66,11752.17,-382.51,-3.25,On Track,J.Smith,
TXN-1316,Jan-24,7,Wealth Management,Operations,Printing,Various Suppliers,8632.45,7784.99,847.46,10.89,Monitor,R.Wong,
TXN-1317,Feb-24,8,Operations,Staff Costs,Benefits,Various Suppliers,58764.89,53073.3,5691.59,10.72,Monitor,R.Wong,
TXN-1318,Mar-24,9,IT,Staff Costs,Salaries,Payroll Direct,49251.83,47150.63,2101.2,4.46,Approved,R.Wong,
TXN-1319,Jun-24,12,IT,Technology,Software Licenses,Microsoft,15396.21,14598.59,797.62,5.46,Monitor,R.Wong,
TXN-1320,Mar-24,9,Markets,Occupancy,Maintenance,Various Suppliers,4501.37,4914.86,-413.49,-8.41,Monitor,A.Johnson,
TXN-1321,Apr-24,10,Insurance,Operations,Printing,Various Suppliers,8366.48,8948.56,-582.08,-6.5,Monitor,J.Smith,
TXN-1322,Aug-23,2,IT,Professional Fees,Advisory,Various Suppliers,7244.6,6533.83,710.77,10.88,Monitor,M.Chen,
TXN-1323,Aug-23,2,HR,Professional Fees,Consulting,McKinsey,40791.65,44211.23,-3419.58,-7.73,Monitor,M.Chen,
TXN-1324,Oct-23,4,Risk,Professional Fees,Consulting,McKinsey,41966.37,43514.33,-1547.96,-3.56,On Track,S.Patel,
TXN-1325,Mar-24,9,Risk,Operations,Postage,Various Suppliers,11180.81,10765.97,414.84,3.85,On Track,M.Chen,
TXN-1326,Apr-24,10,Wealth Management,Operations,Entertainment,Various Suppliers,3941.68,3992.1,-50.42,-1.26,On Track,R.Wong,
TXN-1327,Jan-24,7,Finance,Occupancy,Security,Various Suppliers,18019.46,18701.71,-682.25,-3.65,On Track,J.Smith,
TXN-1328,Mar-24,9,Operations,Staff Costs,Salaries,Payroll Direct,25875.09,23680.98,2194.11,9.27,Approved,R.Wong,
TXN-1329,Apr-24,10,Risk,Professional Fees,Consulting,McKinsey,30364.92,32086.9,-1721.98,-5.37,Monitor,A.Johnson,
TXN-1330,Feb-24,8,Insurance,Occupancy,Cleaning,Various Suppliers,11205.11,11607.81,-402.7,-3.47,On Track,A.Johnson,
TXN-1331,Aug-23,2,Risk,Occupancy,Utilities,Sydney Water,4396.63,4192.6,204.03,4.87,On Track,A.Johnson,
TXN-1332,Jun-24,12,Wealth Management,Operations,Entertainment,Various Suppliers,4648.05,4268.32,379.73,8.9,Monitor,S.Patel,
TXN-1333,Feb-24,8,Operations,Occupancy,Rent,Dexus Property,4658.65,4594.34,64.31,1.4,On Track,R.Wong,
TXN-1334,Mar-24,9,Finance,Professional Fees,Legal Fees,Herbert Smith Freehills,8584.75,8677.84,-93.09,-1.07,On Track,R.Wong,
TXN-1335,Apr-24,10,Operations,Professional Fees,Legal Fees,Allens,21552.4,22755.75,-1203.35,-5.29,Monitor,R.Wong,
TXN-1336,Oct-23,4,Risk,Marketing,Events,Various Suppliers,2449.27,2336.07,113.2,4.85,On Track,S.Patel,
TXN-1337,Feb-24,8,Wealth Management,Staff Costs,Superannuation,REST Super,29249.06,28077.65,1171.41,4.17,On Track,J.Smith,
TXN-1338,Dec-23,6,Markets,Technology,IT Support,Various Suppliers,13633.33,12639.43,993.9,7.86,Monitor,J.Smith,
TXN-1339,Jan-24,7,Operations,Marketing,Print,Various Suppliers,5562.56,5485.37,77.19,1.41,On Track,R.Wong,
TXN-1340,Sep-23,3,Markets,Occupancy,Cleaning,Various Suppliers,12101.19,11321.0,780.19,6.89,Monitor,A.Johnson,
TXN-1341,Dec-23,6,Markets,Operations,Entertainment,Various Suppliers,4247.69,4061.05,186.64,4.6,On Track,A.Johnson,
TXN-1342,Dec-23,6,Business Banking,Marketing,Events,Various Suppliers,8339.7,8423.26,-83.56,-0.99,On Track,A.Johnson,
TXN-1343,Jun-24,12,Insurance,Professional Fees,Consulting,McKinsey,37758.62,39991.34,-2232.72,-5.58,Monitor,A.Johnson,
TXN-1344,May-24,11,HR,Technology,Hardware,Various Suppliers,8196.06,7629.13,566.93,7.43,Monitor,A.Johnson,
TXN-1345,Jan-24,7,Business Banking,Professional Fees,Compliance,Various Suppliers,28289.76,28484.21,-194.45,-0.68,On Track,A.Johnson,
TXN-1346,Mar-24,9,Retail Banking,Occupancy,Cleaning,Various Suppliers,5078.02,4822.32,255.7,5.3,Monitor,S.Patel,
TXN-1347,Sep-23,3,Risk,Staff Costs,Benefits,Various Suppliers,82444.46,79667.68,2776.78,3.49,On Track,A.Johnson,
TXN-1348,Aug-23,2,Retail Banking,Staff Costs,Training,LinkedIn Learning,47322.07,47499.98,-177.91,-0.37,On Track,R.Wong,
TXN-1349,Jun-24,12,Risk,Technology,IT Support,Various Suppliers,11865.06,12511.33,-646.27,-5.17,Monitor,R.Wong,
TXN-1350,Jun-24,12,Finance,Technology,Hardware,Various Suppliers,14293.43,13708.63,584.8,4.27,On Track,J.Smith,
TXN-1351,Aug-23,2,Wealth Management,Occupancy,Maintenance,Various Suppliers,11651.32,10968.24,683.08,6.23,Monitor,A.Johnson,
TXN-1352,Dec-23,6,HR,Staff Costs,Recruitment,Various Suppliers,32556.03,31255.51,1300.52,4.16,On Track,J.Smith,
TXN-1353,Jul-23,1,Operations,Operations,Postage,Various Suppliers,11194.11,11732.52,-538.41,-4.59,On Track,R.Wong,
TXN-1354,Sep-23,3,Finance,Technology,Hardware,Various Suppliers,26899.26,25456.68,1442.58,5.67,Monitor,A.Johnson,
TXN-1355,May-24,11,Wealth Management,Technology,IT Support,Various Suppliers,2273.6,2325.49,-51.89,-2.23,On Track,M.Chen,
TXN-1356,Feb-24,8,Risk,Professional Fees,Advisory,Various Suppliers,33189.42,31236.45,1952.97,6.25,Monitor,J.Smith,
TXN-1357,Apr-24,10,Business Banking,Marketing,Events,Various Suppliers,4248.83,4212.76,36.07,0.86,On Track,S.Patel,
TXN-1358,May-24,11,HR,Marketing,Digital Marketing,Various Suppliers,7530.05,7661.08,-131.03,-1.71,On Track,S.Patel,
TXN-1359,Dec-23,6,HR,Marketing,Events,Various Suppliers,11064.85,11264.39,-199.54,-1.77,On Track,M.Chen,
TXN-1360,Dec-23,6,Business Banking,Technology,Hardware,Various Suppliers,6350.68,6596.37,-245.69,-3.72,On Track,R.Wong,
TXN-1361,Jan-24,7,IT,Marketing,Events,Various Suppliers,5364.95,5350.65,14.3,0.27,On Track,R.Wong,
TXN-1362,Jun-24,12,Wealth Management,Marketing,Events,Various Suppliers,3821.6,3582.44,239.16,6.68,Monitor,A.Johnson,
TXN-1363,Apr-24,10,Retail Banking,Occupancy,Rent,GPT Group,5594.16,5946.83,-352.67,-5.93,Monitor,R.Wong,
TXN-1364,Mar-24,9,HR,Professional Fees,Advisory,Various Suppliers,33405.69,33030.56,375.13,1.14,On Track,M.Chen,
TXN-1365,Aug-23,2,Risk,Staff Costs,Superannuation,REST Super,10517.52,9938.73,578.79,5.82,Monitor,S.Patel,
TXN-1366,Sep-23,3,HR,Marketing,Print,Various Suppliers,7086.21,6757.25,328.96,4.87,On Track,R.Wong,
TXN-1367,Dec-23,6,Finance,Staff Costs,Recruitment,Various Suppliers,84212.73,77516.41,6696.32,8.64,Monitor,M.Chen,
TXN-1368,Nov-23,5,Retail Banking,Professional Fees,Consulting,Accenture,39487.99,36226.15,3261.84,9.0,Monitor,J.Smith,
TXN-1369,Oct-23,4,Insurance,Operations,Subscriptions,Various Suppliers,10402.06,10631.45,-229.39,-2.16,On Track,A.Johnson,
TXN-1370,Sep-23,3,Risk,Technology,Cloud Services,AWS,22844.17,23164.33,-320.16,-1.38,On Track,R.Wong,
TXN-1371,Nov-23,5,Risk,Marketing,Events,Various Suppliers,11758.5,11270.84,487.66,4.33,On Track,R.Wong,
TXN-1372,Nov-23,5,Finance,Operations,Postage,Various Suppliers,11571.88,12233.08,-661.2,-5.41,Monitor,J.Smith,
TXN-1373,Nov-23,5,Wealth Management,Operations,Printing,Various Suppliers,2181.8,2104.17,77.63,3.69,On Track,M.Chen,
TXN-1374,May-24,11,IT,Professional Fees,Audit Fees,Deloitte,30112.51,29360.74,751.77,2.56,On Track,J.Smith,
TXN-1375,May-24,11,Business Banking,Professional Fees,Compliance,Various Suppliers,32788.14,35262.45,-2474.31,-7.02,Monitor,A.Johnson,
TXN-1376,Feb-24,8,Operations,Marketing,Advertising,Google Ads,8905.72,8831.71,74.01,0.84,On Track,S.Patel,
TXN-1377,Aug-23,2,Finance,Professional Fees,Audit Fees,EY,37993.91,37953.75,40.16,0.11,On Track,S.Patel,
TXN-1378,Nov-23,5,Operations,Marketing,Sponsorship,Various Suppliers,7010.63,6990.07,20.56,0.29,On Track,S.Patel,
TXN-1379,May-24,11,Retail Banking,Staff Costs,Salaries,Payroll Direct,9253.66,10048.43,-794.77,-7.91,Approved,M.Chen,
TXN-1380,Feb-24,8,HR,Staff Costs,Recruitment,Various Suppliers,84668.44,91601.21,-6932.77,-7.57,Monitor,S.Patel,
TXN-1381,Sep-23,3,Markets,Staff Costs,Training,KPMG Training,14346.38,14818.4,-472.02,-3.19,On Track,M.Chen,
TXN-1382,Jul-23,1,IT,Operations,Travel,Airbnb Business,8543.58,8089.31,454.27,5.62,Monitor,J.Smith,
TXN-1383,Jun-24,12,Business Banking,Staff Costs,Superannuation,REST Super,14001.28,14263.61,-262.33,-1.84,On Track,R.Wong,
TXN-1384,May-24,11,HR,Staff Costs,Salaries,Payroll Direct,70917.4,77841.14,-6923.74,-8.89,Approved,A.Johnson,
TXN-1385,Jun-24,12,Wealth Management,Professional Fees,Legal Fees,Herbert Smith Freehills,20322.8,21260.75,-937.95,-4.41,On Track,J.Smith,
TXN-1386,Aug-23,2,Operations,Occupancy,Maintenance,Various Suppliers,10271.7,10915.46,-643.76,-5.9,Monitor,M.Chen,
TXN-1387,May-24,11,Wealth Management,Staff Costs,Benefits,Various Suppliers,54994.58,51300.23,3694.35,7.2,Monitor,S.Patel,
TXN-1388,Jun-24,12,Insurance,Operations,Printing,Various Suppliers,7584.87,7497.47,87.4,1.17,On Track,M.Chen,
TXN-1389,Aug-23,2,Business Banking,Technology,Software Licenses,Workday,20845.24,20226.28,618.96,3.06,On Track,A.Johnson,
TXN-1390,Dec-23,6,Wealth Management,Technology,Hardware,Various Suppliers,8076.43,8239.57,-163.14,-1.98,On Track,R.Wong,
TXN-1391,Nov-23,5,Retail Banking,Operations,Travel,Qantas,6454.11,6466.4,-12.29,-0.19,On Track,A.Johnson,
TXN-1392,Nov-23,5,Retail Banking,Technology,IT Support,Various Suppliers,4487.71,4487.34,0.37,0.01,On Track,R.Wong,
TXN-1393,Aug-23,2,Finance,Staff Costs,Training,KPMG Training,18162.68,19473.35,-1310.67,-6.73,Monitor,R.Wong,
TXN-1394,Jan-24,7,Operations,Marketing,Events,Various Suppliers,11476.21,12096.77,-620.56,-5.13,Monitor,J.Smith,
TXN-1395,Apr-24,10,Business Banking,Staff Costs,Training,LinkedIn Learning,11066.67,10093.84,972.83,9.64,Monitor,A.Johnson,
TXN-1396,Mar-24,9,Markets,Operations,Subscriptions,Various Suppliers,5371.12,5266.14,104.98,1.99,On Track,R.Wong,
TXN-1397,Mar-24,9,Risk,Technology,Hardware,Various Suppliers,9712.53,9734.49,-21.96,-0.23,On Track,M.Chen,
TXN-1398,Sep-23,3,Finance,Occupancy,Security,Various Suppliers,8893.22,8782.03,111.19,1.27,On Track,M.Chen,
TXN-1399,Jul-23,1,Insurance,Staff Costs,Recruitment,Various Suppliers,42909.63,43843.62,-933.99,-2.13,On Track,S.Patel,
TXN-1400,May-24,11,Wealth Management,Staff Costs,Salaries,Payroll Direct,62015.47,57845.95,4169.52,7.21,Approved,S.Patel,
TXN-1401,Mar-24,9,Finance,Operations,Travel,Qantas,4776.5,5015.11,-238.61,-4.76,On Track,S.Patel,
TXN-1402,Jun-24,12,Business Banking,Staff Costs,Training,KPMG Training,28942.51,26417.98,2524.53,9.56,Monitor,R.Wong,
TXN-1403,May-24,11,Business Banking,Professional Fees,Advisory,Various Suppliers,7217.56,7736.3,-518.74,-6.71,Monitor,M.Chen,
TXN-1404,Dec-23,6,Wealth Management,Occupancy,Rent,Charter Hall,15808.29,14592.11,1216.18,8.33,Monitor,R.Wong,
